angle,sun,absorber,aux,position,intercept_factor
139.0,1901.4099999999999,95.0705,1330.9869999999999,0.308,0.07142857142857144
139.0,1901.4099999999999,38.0282,1216.9024,0.253,0.03125
139.0,1901.4099999999999,114.0846,1292.9587999999999,0.203,0.08823529411764706
139.0,1901.4099999999999,247.18329999999997,1121.8319,0.432,0.22033898305084745
139.0,1901.4099999999999,247.18329999999997,1102.8178,0.413,0.22413793103448273
139.0,1901.4099999999999,209.1551,1254.9306,0.436,0.16666666666666669
139.0,1901.4099999999999,19.0141,1083.8037,0.265,0.017543859649122806
139.0,1901.4099999999999,95.0705,1178.8742,0.106,0.08064516129032258
139.0,1901.4099999999999,152.1128,1102.8178,0.032,0.13793103448275862
139.0,1901.4099999999999,209.1551,931.6908999999999,0.428,0.22448979591836737
139.0,1901.4099999999999,95.0705,1121.8319,0.311,0.08474576271186442
139.0,1901.4099999999999,456.3384,1216.9024,0.36,0.375
139.0,1901.4099999999999,494.36659999999995,988.7331999999999,0.374,0.5
139.0,1901.4099999999999,57.0423,1140.846,0.296,0.049999999999999996
139.0,1901.4099999999999,57.0423,1159.8600999999999,0.224,0.049180327868852465
139.0,1901.4099999999999,209.1551,1045.7755,0.31,0.2
139.0,1901.4099999999999,285.2115,1178.8742,0.404,0.24193548387096775
139.0,1901.4099999999999,57.0423,1216.9024,0.073,0.046875
139.0,1901.4099999999999,38.0282,1140.846,0.299,0.03333333333333333
139.0,1901.4099999999999,114.0846,1197.8882999999998,0.269,0.09523809523809525
139.0,1901.4099999999999,57.0423,1064.7896,0.266,0.05357142857142857
139.0,1901.4099999999999,304.2256,1007.7473,0.418,0.3018867924528302
139.0,1901.4099999999999,114.0846,1121.8319,0.128,0.1016949152542373
139.0,1901.4099999999999,57.0423,1083.8037,0.039,0.052631578947368425
139.0,1901.4099999999999,19.0141,1026.7613999999999,0.278,0.01851851851851852
139.0,1901.4099999999999,38.0282,1007.7473,0.303,0.03773584905660377
139.0,1901.4099999999999,38.0282,1064.7896,0.255,0.03571428571428571
139.0,1901.4099999999999,76.0564,1273.9447,0.129,0.05970149253731343
139.0,1901.4099999999999,19.0141,1102.8178,0.232,0.017241379310344827
139.0,1901.4099999999999,38.0282,1159.8600999999999,0.313,0.03278688524590164
139.0,1901.4099999999999,0.0,1159.8600999999999,0.281,0.0
139.0,1901.4099999999999,38.0282,1083.8037,0.277,0.03508771929824561
139.0,1901.4099999999999,76.0564,1121.8319,0.179,0.06779661016949153
139.0,1901.4099999999999,19.0141,931.6908999999999,0.235,0.020408163265306124
139.0,1901.4099999999999,418.3102,1121.8319,0.425,0.37288135593220345
139.0,1901.4099999999999,247.18329999999997,1235.9165,0.45,0.19999999999999998
139.0,1901.4099999999999,95.0705,1159.8600999999999,0.059,0.0819672131147541
139.0,1901.4099999999999,38.0282,1026.7613999999999,0.145,0.03703703703703704
139.0,1901.4099999999999,57.0423,1254.9306,0.187,0.045454545454545456
139.0,1901.4099999999999,418.3102,1121.8319,0.372,0.37288135593220345
139.0,1901.4099999999999,247.18329999999997,1064.7896,0.34,0.2321428571428571
139.0,1901.4099999999999,133.0987,1083.8037,0.319,0.12280701754385967
139.0,1901.4099999999999,76.0564,1273.9447,0.25,0.05970149253731343
139.0,1901.4099999999999,38.0282,1083.8037,0.04,0.03508771929824561
139.0,1901.4099999999999,399.29609999999997,1235.9165,0.393,0.32307692307692304
139.0,1901.4099999999999,209.1551,1121.8319,0.406,0.18644067796610173
139.0,1901.4099999999999,0.0,1140.846,0.065,0.0
139.0,1901.4099999999999,114.0846,1045.7755,0.101,0.10909090909090909
139.0,1901.4099999999999,114.0846,1178.8742,0.181,0.0967741935483871
139.0,1901.4099999999999,133.0987,1007.7473,0.322,0.1320754716981132
139.0,1901.4099999999999,95.0705,1254.9306,0.242,0.07575757575757576
139.0,1901.4099999999999,152.1128,1007.7473,0.035,0.1509433962264151
139.0,1901.4099999999999,38.0282,1083.8037,0.307,0.03508771929824561
139.0,1901.4099999999999,57.0423,969.7190999999999,0.076,0.058823529411764705
139.0,1901.4099999999999,76.0564,1083.8037,0.051,0.07017543859649122
139.0,1901.4099999999999,38.0282,1026.7613999999999,0.21,0.03703703703703704
139.0,1901.4099999999999,76.0564,874.6486,0.185,0.08695652173913043
139.0,1901.4099999999999,304.2256,1197.8882999999998,0.44,0.253968253968254
139.0,1901.4099999999999,57.0423,1273.9447,0.086,0.04477611940298507
139.0,1901.4099999999999,57.0423,1273.9447,0.134,0.04477611940298507
139.0,1901.4099999999999,209.1551,1007.7473,0.461,0.20754716981132076
139.0,1901.4099999999999,57.0423,988.7331999999999,0.22,0.057692307692307696
139.0,1901.4099999999999,285.2115,1216.9024,0.333,0.234375
139.0,1901.4099999999999,114.0846,1121.8319,0.033,0.1016949152542373
139.0,1901.4099999999999,95.0705,1064.7896,0.107,0.08928571428571427
139.0,1901.4099999999999,323.23969999999997,1235.9165,0.396,0.2615384615384615
139.0,1901.4099999999999,114.0846,1083.8037,0.148,0.10526315789473685
139.0,1901.4099999999999,95.0705,1140.846,0.105,0.08333333333333333
139.0,1901.4099999999999,95.0705,1235.9165,0.195,0.07692307692307691
139.0,1901.4099999999999,133.0987,1140.846,0.05,0.11666666666666667
139.0,1901.4099999999999,133.0987,1216.9024,0.118,0.10937500000000001
139.0,1901.4099999999999,133.0987,1045.7755,0.3,0.1272727272727273
139.0,1901.4099999999999,190.141,1159.8600999999999,0.038,0.1639344262295082
139.0,1901.4099999999999,76.0564,1026.7613999999999,0.292,0.07407407407407408
139.0,1901.4099999999999,19.0141,1102.8178,0.154,0.017241379310344827
139.0,1901.4099999999999,57.0423,1121.8319,0.171,0.05084745762711865
139.0,1901.4099999999999,361.2679,988.7331999999999,0.451,0.3653846153846154
139.0,1901.4099999999999,95.0705,1064.7896,0.239,0.08928571428571427
139.0,1901.4099999999999,38.0282,1083.8037,0.219,0.03508771929824561
139.0,1901.4099999999999,304.2256,1140.846,0.394,0.26666666666666666
139.0,1901.4099999999999,418.3102,1121.8319,0.382,0.37288135593220345
139.0,1901.4099999999999,133.0987,1102.8178,0.268,0.1206896551724138
139.0,1901.4099999999999,76.0564,1064.7896,0.321,0.07142857142857142
139.0,1901.4099999999999,247.18329999999997,988.7331999999999,0.341,0.25
139.0,1901.4099999999999,76.0564,1083.8037,0.282,0.07017543859649122
139.0,1901.4099999999999,38.0282,988.7331999999999,0.168,0.038461538461538464
139.0,1901.4099999999999,399.29609999999997,1083.8037,0.427,0.3684210526315789
139.0,1901.4099999999999,266.1974,1178.8742,0.316,0.22580645161290325
139.0,1901.4099999999999,342.25379999999996,1102.8178,0.361,0.31034482758620685
139.0,1901.4099999999999,323.23969999999997,1102.8178,0.414,0.29310344827586204
139.0,1901.4099999999999,133.0987,1178.8742,0.048,0.11290322580645162
139.0,1901.4099999999999,57.0423,988.7331999999999,0.18,0.057692307692307696
139.0,1901.4099999999999,57.0423,1064.7896,0.453,0.05357142857142857
139.0,1901.4099999999999,76.0564,1216.9024,0.204,0.0625
139.0,1901.4099999999999,95.0705,1292.9587999999999,0.246,0.07352941176470588
139.0,1901.4099999999999,361.2679,1102.8178,0.349,0.3275862068965517
139.0,1901.4099999999999,323.23969999999997,1254.9306,0.458,0.25757575757575757
139.0,1901.4099999999999,437.3243,1254.9306,0.373,0.3484848484848485
139.0,1901.4099999999999,380.282,855.6345,0.356,0.4444444444444444
139.0,1901.4099999999999,532.3948,1140.846,0.367,0.4666666666666667
139.0,1901.4099999999999,304.2256,1121.8319,0.343,0.2711864406779661
139.0,1901.4099999999999,133.0987,1140.846,0.127,0.11666666666666667
139.0,1901.4099999999999,57.0423,1235.9165,0.172,0.04615384615384615
139.0,1901.4099999999999,228.1692,1121.8319,0.437,0.2033898305084746
139.0,1901.4099999999999,247.18329999999997,1311.9729,0.441,0.18840579710144925
139.0,1901.4099999999999,57.0423,1064.7896,0.074,0.05357142857142857
139.0,1901.4099999999999,76.0564,1064.7896,0.209,0.07142857142857142
139.0,1901.4099999999999,133.0987,1178.8742,0.211,0.11290322580645162
139.0,1901.4099999999999,399.29609999999997,1140.846,0.4,0.35
139.0,1901.4099999999999,399.29609999999997,1121.8319,0.383,0.3559322033898305
139.0,1901.4099999999999,95.0705,1235.9165,0.302,0.07692307692307691
139.0,1901.4099999999999,285.2115,1045.7755,0.469,0.27272727272727276
139.0,1901.4099999999999,437.3243,1254.9306,0.353,0.3484848484848485
139.0,1901.4099999999999,0.0,1178.8742,0.29,0.0
139.0,1901.4099999999999,95.0705,1254.9306,0.119,0.07575757575757576
139.0,1901.4099999999999,38.0282,1330.9869999999999,0.16,0.028571428571428574
139.0,1901.4099999999999,57.0423,1197.8882999999998,0.233,0.04761904761904762
139.0,1901.4099999999999,0.0,1216.9024,0.158,0.0
139.0,1901.4099999999999,57.0423,1216.9024,0.251,0.046875
139.0,1901.4099999999999,133.0987,1045.7755,0.19,0.1272727272727273
139.0,1901.4099999999999,76.0564,1178.8742,0.2,0.06451612903225806
139.0,1901.4099999999999,38.0282,969.7190999999999,0.262,0.0392156862745098
139.0,1901.4099999999999,76.0564,1159.8600999999999,0.087,0.06557377049180328
139.0,1901.4099999999999,304.2256,1235.9165,0.416,0.24615384615384614
139.0,1901.4099999999999,133.0987,1369.0151999999998,0.114,0.09722222222222224
139.0,1901.4099999999999,361.2679,1178.8742,0.352,0.3064516129032258
139.0,1901.4099999999999,323.23969999999997,1216.9024,0.347,0.265625
139.0,1901.4099999999999,114.0846,1197.8882999999998,0.254,0.09523809523809525
139.0,1901.4099999999999,38.0282,1140.846,0.283,0.03333333333333333
139.0,1901.4099999999999,57.0423,1045.7755,0.104,0.05454545454545454
139.0,1901.4099999999999,57.0423,1121.8319,0.178,0.05084745762711865
139.0,1901.4099999999999,57.0423,1140.846,0.169,0.049999999999999996
139.0,1901.4099999999999,266.1974,1235.9165,0.463,0.2153846153846154
139.0,1901.4099999999999,38.0282,1292.9587999999999,0.306,0.029411764705882353
139.0,1901.4099999999999,76.0564,1235.9165,0.167,0.061538461538461535
139.0,1901.4099999999999,152.1128,1197.8882999999998,0.212,0.126984126984127
139.0,1901.4099999999999,228.1692,1140.846,0.409,0.19999999999999998
139.0,1901.4099999999999,38.0282,893.6627,0.259,0.0425531914893617
139.0,1901.4099999999999,247.18329999999997,988.7331999999999,0.429,0.25
139.0,1901.4099999999999,57.0423,1330.9869999999999,0.052,0.04285714285714286
139.0,1901.4099999999999,133.0987,1273.9447,0.293,0.10447761194029852
139.0,1901.4099999999999,57.0423,931.6908999999999,0.297,0.061224489795918366
139.0,1901.4099999999999,19.0141,931.6908999999999,0.198,0.020408163265306124
139.0,1901.4099999999999,19.0141,1178.8742,0.094,0.016129032258064516
139.0,1901.4099999999999,57.0423,1159.8600999999999,0.291,0.049180327868852465
139.0,1901.4099999999999,57.0423,1045.7755,0.09,0.05454545454545454
139.0,1901.4099999999999,38.0282,1045.7755,0.13,0.03636363636363636
139.0,1901.4099999999999,95.0705,1235.9165,0.159,0.07692307692307691
139.0,1901.4099999999999,228.1692,1064.7896,0.449,0.21428571428571427
139.0,1901.4099999999999,76.0564,1235.9165,0.245,0.061538461538461535
139.0,1901.4099999999999,133.0987,1140.846,0.194,0.11666666666666667
139.0,1901.4099999999999,361.2679,1197.8882999999998,0.342,0.3015873015873016
139.0,1901.4099999999999,304.2256,1064.7896,0.421,0.2857142857142857
139.0,1901.4099999999999,152.1128,1045.7755,0.323,0.14545454545454545
139.0,1901.4099999999999,114.0846,1083.8037,0.064,0.10526315789473685
139.0,1901.4099999999999,38.0282,1197.8882999999998,0.136,0.03174603174603175
139.0,1901.4099999999999,76.0564,1026.7613999999999,0.23,0.07407407407407408
139.0,1901.4099999999999,114.0846,1102.8178,0.314,0.10344827586206896
139.0,1901.4099999999999,361.2679,1102.8178,0.385,0.3275862068965517
139.0,1901.4099999999999,285.2115,1083.8037,0.397,0.26315789473684215
139.0,1901.4099999999999,76.0564,1045.7755,0.267,0.07272727272727272
139.0,1901.4099999999999,266.1974,1178.8742,0.42,0.22580645161290325
139.0,1901.4099999999999,361.2679,1197.8882999999998,0.392,0.3015873015873016
139.0,1901.4099999999999,76.0564,1216.9024,0.184,0.0625
139.0,1901.4099999999999,304.2256,1064.7896,0.328,0.2857142857142857
139.0,1901.4099999999999,190.141,1064.7896,0.332,0.17857142857142855
139.0,1901.4099999999999,76.0564,950.7049999999999,0.247,0.08
139.0,1901.4099999999999,342.25379999999996,1064.7896,0.395,0.32142857142857134
139.0,1901.4099999999999,57.0423,1311.9729,0.12,0.043478260869565216
139.0,1901.4099999999999,19.0141,988.7331999999999,0.095,0.019230769230769232
139.0,1901.4099999999999,342.25379999999996,1064.7896,0.465,0.32142857142857134
139.0,1901.4099999999999,19.0141,1064.7896,0.162,0.017857142857142856
139.0,1901.4099999999999,266.1974,1102.8178,0.33,0.2413793103448276
139.0,1901.4099999999999,133.0987,1216.9024,0.143,0.10937500000000001
139.0,1901.4099999999999,266.1974,1159.8600999999999,0.32,0.2295081967213115
139.0,1901.4099999999999,38.0282,1159.8600999999999,0.202,0.03278688524590164
139.0,1901.4099999999999,133.0987,988.7331999999999,0.157,0.13461538461538464
139.0,1901.4099999999999,57.0423,1254.9306,0.083,0.045454545454545456
139.0,1901.4099999999999,304.2256,1140.846,0.339,0.26666666666666666
139.0,1901.4099999999999,399.29609999999997,1064.7896,0.368,0.37499999999999994
139.0,1901.4099999999999,304.2256,1026.7613999999999,0.381,0.29629629629629634
139.0,1901.4099999999999,38.0282,1159.8600999999999,0.288,0.03278688524590164
139.0,1901.4099999999999,19.0141,1216.9024,0.15,0.015625
139.0,1901.4099999999999,19.0141,1083.8037,0.234,0.017543859649122806
139.0,1901.4099999999999,57.0423,1102.8178,0.218,0.05172413793103448
139.0,1901.4099999999999,57.0423,1064.7896,0.08,0.05357142857142857
139.0,1901.4099999999999,57.0423,1178.8742,0.208,0.04838709677419355
139.0,1901.4099999999999,95.0705,1007.7473,0.231,0.09433962264150943
139.0,1901.4099999999999,76.0564,1178.8742,0.197,0.06451612903225806
139.0,1901.4099999999999,171.12689999999998,1197.8882999999998,0.049,0.14285714285714285
139.0,1901.4099999999999,38.0282,1178.8742,0.108,0.03225806451612903
139.0,1901.4099999999999,323.23969999999997,1311.9729,0.329,0.24637681159420288
139.0,1901.4099999999999,95.0705,1083.8037,0.061,0.08771929824561403
139.0,1901.4099999999999,19.0141,1235.9165,0.261,0.015384615384615384
139.0,1901.4099999999999,76.0564,1178.8742,0.126,0.06451612903225806
139.0,1901.4099999999999,95.0705,950.7049999999999,0.075,0.1
139.0,1901.4099999999999,133.0987,1026.7613999999999,0.092,0.12962962962962965
139.0,1901.4099999999999,0.0,1197.8882999999998,0.191,0.0
139.0,1901.4099999999999,76.0564,1064.7896,0.223,0.07142857142857142
139.0,1901.4099999999999,247.18329999999997,1216.9024,0.043,0.203125
139.0,1901.4099999999999,76.0564,1007.7473,0.205,0.07547169811320754
139.0,1901.4099999999999,171.12689999999998,1140.846,0.466,0.14999999999999997
139.0,1901.4099999999999,76.0564,1102.8178,0.138,0.06896551724137931
139.0,1901.4099999999999,532.3948,1102.8178,0.371,0.4827586206896552
139.0,1901.4099999999999,95.0705,1026.7613999999999,0.289,0.0925925925925926
139.0,1901.4099999999999,76.0564,1235.9165,0.161,0.061538461538461535
139.0,1901.4099999999999,95.0705,1197.8882999999998,0.06,0.07936507936507937
139.0,1901.4099999999999,228.1692,1102.8178,0.462,0.20689655172413793
139.0,1901.4099999999999,133.0987,1083.8037,0.047,0.12280701754385967
139.0,1901.4099999999999,266.1974,1026.7613999999999,0.442,0.2592592592592593
139.0,1901.4099999999999,57.0423,1140.846,0.115,0.049999999999999996
139.0,1901.4099999999999,38.0282,1140.846,0.149,0.03333333333333333
139.0,1901.4099999999999,57.0423,1121.8319,0.072,0.05084745762711865
139.0,1901.4099999999999,57.0423,1178.8742,0.141,0.04838709677419355
139.0,1901.4099999999999,152.1128,1197.8882999999998,0.036,0.126984126984127
139.0,1901.4099999999999,19.0141,1121.8319,0.137,0.01694915254237288
139.0,1901.4099999999999,304.2256,988.7331999999999,0.387,0.3076923076923077
139.0,1901.4099999999999,76.0564,1273.9447,0.14,0.05970149253731343
139.0,1901.4099999999999,95.0705,1007.7473,0.27,0.09433962264150943
139.0,1901.4099999999999,57.0423,1216.9024,0.133,0.046875
139.0,1901.4099999999999,57.0423,912.6768,0.24,0.0625
139.0,1901.4099999999999,95.0705,1102.8178,0.257,0.08620689655172413
139.0,1901.4099999999999,456.3384,1216.9024,0.375,0.375
139.0,1901.4099999999999,209.1551,1045.7755,0.452,0.2
139.0,1901.4099999999999,76.0564,1159.8600999999999,0.301,0.06557377049180328
139.0,1901.4099999999999,342.25379999999996,1064.7896,0.386,0.32142857142857134
139.0,1901.4099999999999,228.1692,1140.846,0.454,0.19999999999999998
140.0,1908.72,133.6104,1145.232,0.057,0.11666666666666667
140.0,1908.72,286.308,1049.796,0.331,0.2727272727272727
140.0,1908.72,57.2616,1087.9704,0.067,0.052631578947368425
140.0,1908.72,362.6568,1183.4063999999998,0.461,0.3064516129032258
140.0,1908.72,76.3488,1183.4063999999998,0.3,0.06451612903225808
140.0,1908.72,57.2616,1278.8424,0.278,0.04477611940298508
140.0,1908.72,114.5232,1126.1448,0.168,0.10169491525423728
140.0,1908.72,229.0464,1221.5808,0.409,0.1875
140.0,1908.72,229.0464,858.924,0.403,0.26666666666666666
140.0,1908.72,76.3488,1202.4936,0.06,0.06349206349206349
140.0,1908.72,209.95919999999998,1164.3192,0.468,0.18032786885245902
140.0,1908.72,38.1744,1221.5808,0.082,0.03125
140.0,1908.72,19.0872,858.924,0.196,0.022222222222222223
140.0,1908.72,248.1336,1145.232,0.46,0.21666666666666667
140.0,1908.72,57.2616,1049.796,0.062,0.05454545454545454
140.0,1908.72,114.5232,1240.668,0.307,0.09230769230769231
140.0,1908.72,152.6976,1145.232,0.306,0.13333333333333333
140.0,1908.72,171.7848,1259.7552,0.174,0.13636363636363635
140.0,1908.72,190.87199999999999,1107.0575999999999,0.441,0.1724137931034483
140.0,1908.72,229.0464,1068.8832,0.444,0.2142857142857143
140.0,1908.72,324.4824,1145.232,0.335,0.2833333333333333
140.0,1908.72,171.7848,1221.5808,0.437,0.140625
140.0,1908.72,57.2616,1278.8424,0.221,0.04477611940298508
140.0,1908.72,76.3488,1145.232,0.219,0.06666666666666667
140.0,1908.72,76.3488,1278.8424,0.112,0.05970149253731343
140.0,1908.72,76.3488,1145.232,0.186,0.06666666666666667
140.0,1908.72,76.3488,1202.4936,0.187,0.06349206349206349
140.0,1908.72,381.74399999999997,1145.232,0.355,0.3333333333333333
140.0,1908.72,76.3488,1049.796,0.064,0.07272727272727272
140.0,1908.72,248.1336,1240.668,0.329,0.2
140.0,1908.72,114.5232,1087.9704,0.258,0.10526315789473685
140.0,1908.72,19.0872,916.1856,0.223,0.020833333333333332
140.0,1908.72,57.2616,1164.3192,0.151,0.049180327868852465
140.0,1908.72,381.74399999999997,1221.5808,0.332,0.3125
140.0,1908.72,305.3952,1126.1448,0.419,0.2711864406779661
140.0,1908.72,38.1744,1317.0167999999999,0.17,0.028985507246376812
140.0,1908.72,400.83119999999997,1336.104,0.386,0.3
140.0,1908.72,477.18,1221.5808,0.356,0.390625
140.0,1908.72,133.6104,1240.668,0.039,0.1076923076923077
140.0,1908.72,19.0872,1030.7087999999999,0.115,0.01851851851851852
140.0,1908.72,324.4824,1164.3192,0.387,0.27868852459016397
140.0,1908.72,419.91839999999996,1049.796,0.365,0.39999999999999997
140.0,1908.72,190.87199999999999,1126.1448,0.314,0.1694915254237288
140.0,1908.72,76.3488,1049.796,0.058,0.07272727272727272
140.0,1908.72,362.6568,1049.796,0.438,0.3454545454545454
140.0,1908.72,324.4824,1164.3192,0.402,0.27868852459016397
140.0,1908.72,95.43599999999999,1259.7552,0.137,0.07575757575757575
140.0,1908.72,38.1744,858.924,0.092,0.044444444444444446
140.0,1908.72,229.0464,1202.4936,0.442,0.19047619047619047
140.0,1908.72,57.2616,1107.0575999999999,0.061,0.05172413793103449
140.0,1908.72,114.5232,1221.5808,0.144,0.09375
140.0,1908.72,305.3952,1107.0575999999999,0.462,0.27586206896551724
140.0,1908.72,229.0464,1145.232,0.41,0.2
140.0,1908.72,248.1336,1030.7087999999999,0.443,0.24074074074074078
140.0,1908.72,57.2616,1221.5808,0.066,0.046875
140.0,1908.72,133.6104,1145.232,0.145,0.11666666666666667
140.0,1908.72,38.1744,1202.4936,0.113,0.031746031746031744
140.0,1908.72,57.2616,1126.1448,0.242,0.05084745762711864
140.0,1908.72,209.95919999999998,1049.796,0.334,0.19999999999999998
140.0,1908.72,57.2616,1126.1448,0.25,0.05084745762711864
140.0,1908.72,57.2616,1183.4063999999998,0.059,0.048387096774193554
140.0,1908.72,19.0872,1240.668,0.218,0.015384615384615385
140.0,1908.72,76.3488,1202.4936,0.252,0.06349206349206349
140.0,1908.72,19.0872,973.4472,0.249,0.0196078431372549
140.0,1908.72,324.4824,1145.232,0.411,0.2833333333333333
140.0,1908.72,248.1336,1183.4063999999998,0.385,0.20967741935483875
140.0,1908.72,38.1744,1145.232,0.063,0.03333333333333333
140.0,1908.72,38.1744,1145.232,0.12,0.03333333333333333
140.0,1908.72,76.3488,1278.8424,0.083,0.05970149253731343
140.0,1908.72,229.0464,973.4472,0.33,0.23529411764705885
140.0,1908.72,324.4824,1030.7087999999999,0.357,0.3148148148148148
140.0,1908.72,114.5232,1145.232,0.202,0.1
140.0,1908.72,57.2616,1068.8832,0.143,0.053571428571428575
140.0,1908.72,76.3488,1087.9704,0.222,0.07017543859649122
140.0,1908.72,324.4824,1107.0575999999999,0.381,0.2931034482758621
140.0,1908.72,267.2208,1183.4063999999998,0.328,0.22580645161290325
140.0,1908.72,19.0872,1107.0575999999999,0.283,0.017241379310344827
140.0,1908.72,95.43599999999999,1087.9704,0.225,0.08771929824561403
140.0,1908.72,57.2616,1202.4936,0.098,0.047619047619047616
140.0,1908.72,76.3488,1126.1448,0.169,0.06779661016949153
140.0,1908.72,19.0872,916.1856,0.259,0.020833333333333332
140.0,1908.72,76.3488,1317.0167999999999,0.173,0.057971014492753624
140.0,1908.72,248.1336,1126.1448,0.435,0.22033898305084745
140.0,1908.72,19.0872,1107.0575999999999,0.167,0.017241379310344827
140.0,1908.72,38.1744,1011.6216,0.194,0.03773584905660377
140.0,1908.72,114.5232,1087.9704,0.279,0.10526315789473685
140.0,1908.72,57.2616,1145.232,0.09,0.05
140.0,1908.72,190.87199999999999,1221.5808,0.031,0.15625
140.0,1908.72,114.5232,1049.796,0.193,0.10909090909090909
140.0,1908.72,114.5232,1450.6272,0.065,0.07894736842105264
140.0,1908.72,458.0928,1202.4936,0.384,0.38095238095238093
140.0,1908.72,95.43599999999999,1011.6216,0.28,0.09433962264150943
140.0,1908.72,57.2616,1126.1448,0.099,0.05084745762711864
140.0,1908.72,0.0,1164.3192,0.119,0.0
140.0,1908.72,419.91839999999996,1087.9704,0.349,0.38596491228070173
140.0,1908.72,114.5232,1297.9296,0.308,0.08823529411764706
140.0,1908.72,95.43599999999999,1202.4936,0.226,0.07936507936507936
140.0,1908.72,76.3488,1278.8424,0.251,0.05970149253731343
140.0,1908.72,114.5232,1068.8832,0.121,0.10714285714285715
140.0,1908.72,229.0464,1202.4936,0.434,0.19047619047619047
140.0,1908.72,152.6976,1240.668,0.469,0.12307692307692308
140.0,1908.72,57.2616,1202.4936,0.118,0.047619047619047616
140.0,1908.72,190.87199999999999,1240.668,0.313,0.15384615384615385
140.0,1908.72,267.2208,1336.104,0.305,0.19999999999999998
140.0,1908.72,248.1336,1145.232,0.382,0.21666666666666667
140.0,1908.72,57.2616,1145.232,0.166,0.05
140.0,1908.72,76.3488,1068.8832,0.282,0.07142857142857142
140.0,1908.72,76.3488,973.4472,0.091,0.0784313725490196
140.0,1908.72,38.1744,1202.4936,0.171,0.031746031746031744
140.0,1908.72,229.0464,1049.796,0.439,0.21818181818181817
140.0,1908.72,152.6976,1164.3192,0.04,0.13114754098360656
140.0,1908.72,19.0872,1087.9704,0.275,0.017543859649122806
140.0,1908.72,57.2616,1278.8424,0.114,0.04477611940298508
140.0,1908.72,362.6568,1126.1448,0.383,0.3220338983050847
140.0,1908.72,381.74399999999997,1221.5808,0.327,0.3125
140.0,1908.72,419.91839999999996,1259.7552,0.333,0.3333333333333333
140.0,1908.72,57.2616,1126.1448,0.116,0.05084745762711864
140.0,1908.72,57.2616,1145.232,0.117,0.05
140.0,1908.72,400.83119999999997,1297.9296,0.388,0.3088235294117647
140.0,1908.72,19.0872,1030.7087999999999,0.217,0.01851851851851852
140.0,1908.72,209.95919999999998,1011.6216,0.44,0.20754716981132074
140.0,1908.72,57.2616,1107.0575999999999,0.22,0.05172413793103449
140.0,1908.72,95.43599999999999,1164.3192,0.152,0.08196721311475409
140.0,1908.72,76.3488,1087.9704,0.195,0.07017543859649122
140.0,1908.72,114.5232,992.5344,0.032,0.11538461538461539
140.0,1908.72,95.43599999999999,1145.232,0.224,0.08333333333333333
140.0,1908.72,324.4824,1068.8832,0.418,0.30357142857142855
140.0,1908.72,362.6568,1087.9704,0.38,0.3333333333333333
140.0,1908.72,477.18,1183.4063999999998,0.364,0.40322580645161293
140.0,1908.72,76.3488,1202.4936,0.276,0.06349206349206349
140.0,1908.72,267.2208,1049.796,0.358,0.2545454545454545
140.0,1908.72,38.1744,1030.7087999999999,0.277,0.03703703703703704
140.0,1908.72,114.5232,1202.4936,0.281,0.09523809523809523
140.0,1908.72,267.2208,1183.4063999999998,0.436,0.22580645161290325
140.0,1908.72,57.2616,1202.4936,0.172,0.047619047619047616
140.0,1908.72,76.3488,1126.1448,0.284,0.06779661016949153
140.0,1908.72,95.43599999999999,1049.796,0.299,0.0909090909090909
140.0,1908.72,57.2616,1240.668,0.136,0.046153846153846156
140.0,1908.72,76.3488,1164.3192,0.085,0.06557377049180328
140.0,1908.72,38.1744,1183.4063999999998,0.107,0.03225806451612904
140.0,1908.72,209.95919999999998,1011.6216,0.45,0.20754716981132074
140.0,1908.72,76.3488,1107.0575999999999,0.134,0.06896551724137931
140.0,1908.72,171.7848,1107.0575999999999,0.051,0.15517241379310345
140.0,1908.72,171.7848,1107.0575999999999,0.035,0.15517241379310345
140.0,1908.72,152.6976,1126.1448,0.185,0.13559322033898305
140.0,1908.72,324.4824,1145.232,0.322,0.2833333333333333
140.0,1908.72,76.3488,1145.232,0.104,0.06666666666666667
140.0,1908.72,76.3488,1126.1448,0.179,0.06779661016949153
140.0,1908.72,496.2672,1202.4936,0.368,0.4126984126984127
140.0,1908.72,248.1336,1259.7552,0.393,0.19696969696969696
140.0,1908.72,76.3488,1221.5808,0.289,0.0625
140.0,1908.72,286.308,1145.232,0.34,0.25
140.0,1908.72,133.6104,1355.1912,0.184,0.09859154929577464
140.0,1908.72,0.0,1259.7552,0.204,0.0
140.0,1908.72,133.6104,1278.8424,0.161,0.1044776119402985
140.0,1908.72,267.2208,1164.3192,0.466,0.22950819672131148
140.0,1908.72,95.43599999999999,1087.9704,0.157,0.08771929824561403
140.0,1908.72,114.5232,1355.1912,0.293,0.08450704225352113
140.0,1908.72,267.2208,1068.8832,0.428,0.25
140.0,1908.72,114.5232,1183.4063999999998,0.201,0.09677419354838711
140.0,1908.72,0.0,1202.4936,0.208,0.0
140.0,1908.72,248.1336,1374.2784,0.047,0.18055555555555558
140.0,1908.72,38.1744,1107.0575999999999,0.133,0.034482758620689655
140.0,1908.72,477.18,1202.4936,0.389,0.3968253968253968
140.0,1908.72,57.2616,1049.796,0.149,0.05454545454545454
140.0,1908.72,171.7848,1164.3192,0.454,0.14754098360655737
140.0,1908.72,38.1744,1240.668,0.073,0.03076923076923077
