angle,sun,absorber,aux,position,intercept_factor
135.0,1866.81,74.6724,896.0688,0.152,0.08333333333333333
135.0,1866.81,74.6724,1250.7627,0.299,0.05970149253731343
135.0,1866.81,74.6724,877.4006999999999,0.202,0.0851063829787234
135.0,1866.81,37.3362,1064.0817,0.039,0.03508771929824561
135.0,1866.81,93.34049999999999,914.7369,0.243,0.1020408163265306
135.0,1866.81,448.0344,1064.0817,0.419,0.4210526315789474
135.0,1866.81,74.6724,1176.0902999999998,0.082,0.0634920634920635
135.0,1866.81,149.3448,1138.7540999999999,0.35,0.13114754098360656
135.0,1866.81,74.6724,877.4006999999999,0.151,0.0851063829787234
135.0,1866.81,37.3362,933.405,0.099,0.04
135.0,1866.81,168.0129,1045.4135999999999,0.041,0.16071428571428573
135.0,1866.81,560.043,1157.4222,0.402,0.4838709677419355
135.0,1866.81,56.0043,1026.7455,0.313,0.05454545454545455
135.0,1866.81,224.0172,1213.4265,0.365,0.18461538461538463
135.0,1866.81,37.3362,1101.4179,0.136,0.03389830508474576
135.0,1866.81,56.0043,1026.7455,0.259,0.05454545454545455
135.0,1866.81,74.6724,1026.7455,0.242,0.07272727272727272
135.0,1866.81,261.35339999999997,1026.7455,0.462,0.2545454545454545
135.0,1866.81,56.0043,1138.7540999999999,0.188,0.049180327868852465
135.0,1866.81,74.6724,1082.7498,0.272,0.06896551724137931
135.0,1866.81,354.6939,1026.7455,0.458,0.34545454545454546
135.0,1866.81,37.3362,1101.4179,0.038,0.03389830508474576
135.0,1866.81,298.6896,1008.0773999999999,0.456,0.29629629629629634
135.0,1866.81,74.6724,1176.0902999999998,0.045,0.0634920634920635
135.0,1866.81,37.3362,952.0731,0.183,0.0392156862745098
135.0,1866.81,18.6681,1120.086,0.078,0.016666666666666666
135.0,1866.81,149.3448,1138.7540999999999,0.362,0.13114754098360656
135.0,1866.81,18.6681,1176.0902999999998,0.139,0.015873015873015876
135.0,1866.81,298.6896,952.0731,0.423,0.3137254901960784
135.0,1866.81,56.0043,877.4006999999999,0.345,0.06382978723404256
135.0,1866.81,56.0043,1138.7540999999999,0.156,0.049180327868852465
135.0,1866.81,56.0043,952.0731,0.096,0.05882352941176471
135.0,1866.81,634.7153999999999,1306.7669999999998,0.405,0.4857142857142857
135.0,1866.81,37.3362,1082.7498,0.237,0.034482758620689655
135.0,1866.81,37.3362,914.7369,0.264,0.04081632653061224
135.0,1866.81,373.36199999999997,970.7411999999999,0.398,0.3846153846153846
135.0,1866.81,37.3362,1008.0773999999999,0.103,0.03703703703703704
135.0,1866.81,37.3362,989.4092999999999,0.294,0.03773584905660377
135.0,1866.81,112.0086,1176.0902999999998,0.037,0.09523809523809525
135.0,1866.81,74.6724,1176.0902999999998,0.265,0.0634920634920635
135.0,1866.81,56.0043,1157.4222,0.236,0.04838709677419355
135.0,1866.81,74.6724,970.7411999999999,0.344,0.07692307692307693
135.0,1866.81,448.0344,1045.4135999999999,0.424,0.42857142857142866
135.0,1866.81,74.6724,1082.7498,0.077,0.06896551724137931
135.0,1866.81,93.34049999999999,1064.0817,0.318,0.08771929824561403
135.0,1866.81,298.6896,1045.4135999999999,0.369,0.28571428571428575
135.0,1866.81,74.6724,1082.7498,0.302,0.06896551724137931
135.0,1866.81,56.0043,1194.7584,0.046,0.046875
135.0,1866.81,261.35339999999997,1082.7498,0.455,0.24137931034482754
135.0,1866.81,18.6681,1026.7455,0.207,0.01818181818181818
135.0,1866.81,205.3491,952.0731,0.37,0.21568627450980393
135.0,1866.81,37.3362,1064.0817,0.131,0.03508771929824561
135.0,1866.81,298.6896,1213.4265,0.464,0.24615384615384614
135.0,1866.81,93.34049999999999,1082.7498,0.199,0.08620689655172413
135.0,1866.81,74.6724,1176.0902999999998,0.043,0.0634920634920635
135.0,1866.81,93.34049999999999,970.7411999999999,0.132,0.09615384615384615
135.0,1866.81,242.68529999999998,1288.0989,0.295,0.18840579710144928
135.0,1866.81,336.0258,1194.7584,0.463,0.28125
135.0,1866.81,56.0043,989.4092999999999,0.08,0.05660377358490567
135.0,1866.81,429.36629999999997,1008.0773999999999,0.421,0.42592592592592593
135.0,1866.81,522.7067999999999,1101.4179,0.4,0.47457627118644063
135.0,1866.81,37.3362,1101.4179,0.101,0.03389830508474576
135.0,1866.81,56.0043,1157.4222,0.239,0.04838709677419355
135.0,1866.81,56.0043,952.0731,0.262,0.05882352941176471
135.0,1866.81,56.0043,896.0688,0.296,0.0625
135.0,1866.81,56.0043,1026.7455,0.205,0.05454545454545455
135.0,1866.81,74.6724,989.4092999999999,0.133,0.07547169811320754
135.0,1866.81,336.0258,1045.4135999999999,0.368,0.32142857142857145
135.0,1866.81,112.0086,970.7411999999999,0.15,0.11538461538461539
135.0,1866.81,74.6724,1064.0817,0.184,0.07017543859649122
135.0,1866.81,0.0,1026.7455,0.257,0.0
135.0,1866.81,93.34049999999999,1064.0817,0.244,0.08771929824561403
135.0,1866.81,0.0,1082.7498,0.317,0.0
135.0,1866.81,298.6896,1064.0817,0.457,0.2807017543859649
135.0,1866.81,56.0043,1325.4351,0.189,0.04225352112676057
135.0,1866.81,37.3362,1176.0902999999998,0.312,0.03174603174603175
135.0,1866.81,74.6724,1176.0902999999998,0.102,0.0634920634920635
135.0,1866.81,74.6724,989.4092999999999,0.263,0.07547169811320754
135.0,1866.81,93.34049999999999,970.7411999999999,0.238,0.09615384615384615
135.0,1866.81,485.37059999999997,1101.4179,0.399,0.4406779661016949
135.0,1866.81,37.3362,1194.7584,0.206,0.03125
135.0,1866.81,56.0043,952.0731,0.155,0.05882352941176471
135.0,1866.81,205.3491,1194.7584,0.351,0.171875
135.0,1866.81,429.36629999999997,1026.7455,0.422,0.41818181818181815
135.0,1866.81,74.6724,1026.7455,0.079,0.07272727272727272
135.0,1866.81,18.6681,1026.7455,0.085,0.01818181818181818
135.0,1866.81,466.7025,1026.7455,0.416,0.45454545454545453
135.0,1866.81,37.3362,1064.0817,0.044,0.03508771929824561
135.0,1866.81,56.0043,933.405,0.346,0.060000000000000005
135.0,1866.81,93.34049999999999,1082.7498,0.07,0.08620689655172413
135.0,1866.81,37.3362,914.7369,0.073,0.04081632653061224
135.0,1866.81,354.6939,896.0688,0.387,0.3958333333333333
135.0,1866.81,317.35769999999997,1026.7455,0.443,0.3090909090909091
135.0,1866.81,18.6681,1082.7498,0.25,0.017241379310344827
135.0,1866.81,373.36199999999997,1138.7540999999999,0.445,0.3278688524590164
135.0,1866.81,130.67669999999998,1008.0773999999999,0.056,0.12962962962962962
135.0,1866.81,0.0,1138.7540999999999,0.251,0.0
135.0,1866.81,37.3362,1082.7498,0.093,0.034482758620689655
135.0,1866.81,18.6681,1026.7455,0.22,0.01818181818181818
135.0,1866.81,578.7111,1213.4265,0.408,0.4769230769230769
135.0,1866.81,261.35339999999997,1213.4265,0.469,0.21538461538461534
135.0,1866.81,56.0043,1008.0773999999999,0.281,0.05555555555555556
135.0,1866.81,354.6939,989.4092999999999,0.433,0.3584905660377359
135.0,1866.81,18.6681,1026.7455,0.113,0.01818181818181818
135.0,1866.81,317.35769999999997,1026.7455,0.388,0.3090909090909091
135.0,1866.81,242.68529999999998,914.7369,0.383,0.26530612244897955
135.0,1866.81,168.0129,1082.7498,0.118,0.15517241379310345
135.0,1866.81,37.3362,1157.4222,0.146,0.03225806451612903
135.0,1866.81,74.6724,1120.086,0.172,0.06666666666666667
135.0,1866.81,149.3448,970.7411999999999,0.355,0.15384615384615385
135.0,1866.81,0.0,970.7411999999999,0.068,0.0
135.0,1866.81,74.6724,933.405,0.227,0.08
135.0,1866.81,56.0043,1194.7584,0.032,0.046875
135.0,1866.81,56.0043,1008.0773999999999,0.336,0.05555555555555556
135.0,1866.81,74.6724,1026.7455,0.33,0.07272727272727272
135.0,1866.81,37.3362,989.4092999999999,0.171,0.03773584905660377
135.0,1866.81,37.3362,989.4092999999999,0.111,0.03773584905660377
135.0,1866.81,74.6724,989.4092999999999,0.194,0.07547169811320754
135.0,1866.81,56.0043,1176.0902999999998,0.307,0.04761904761904762
135.0,1866.81,37.3362,970.7411999999999,0.175,0.038461538461538464
135.0,1866.81,37.3362,989.4092999999999,0.066,0.03773584905660377
135.0,1866.81,74.6724,1026.7455,0.224,0.07272727272727272
135.0,1866.81,56.0043,1082.7498,0.165,0.05172413793103448
135.0,1866.81,56.0043,1064.0817,0.326,0.052631578947368425
135.0,1866.81,280.0215,1008.0773999999999,0.44,0.2777777777777778
135.0,1866.81,205.3491,1026.7455,0.431,0.19999999999999998
135.0,1866.81,448.0344,1232.0946,0.412,0.36363636363636365
135.0,1866.81,74.6724,914.7369,0.089,0.08163265306122448
135.0,1866.81,93.34049999999999,1101.4179,0.277,0.0847457627118644
135.0,1866.81,0.0,1213.4265,0.249,0.0
135.0,1866.81,56.0043,952.0731,0.252,0.05882352941176471
135.0,1866.81,37.3362,1008.0773999999999,0.058,0.03703703703703704
135.0,1866.81,149.3448,1008.0773999999999,0.061,0.14814814814814817
135.0,1866.81,130.67669999999998,1157.4222,0.274,0.1129032258064516
135.0,1866.81,74.6724,1157.4222,0.329,0.06451612903225806
135.0,1866.81,93.34049999999999,1026.7455,0.278,0.0909090909090909
135.0,1866.81,37.3362,1064.0817,0.121,0.03508771929824561
135.0,1866.81,56.0043,1120.086,0.174,0.05
135.0,1866.81,93.34049999999999,1101.4179,0.06,0.0847457627118644
135.0,1866.81,74.6724,1045.4135999999999,0.327,0.07142857142857144
135.0,1866.81,336.0258,914.7369,0.441,0.3673469387755102
135.0,1866.81,56.0043,1138.7540999999999,0.306,0.049180327868852465
135.0,1866.81,93.34049999999999,1045.4135999999999,0.275,0.08928571428571429
135.0,1866.81,56.0043,1213.4265,0.226,0.046153846153846156
135.0,1866.81,56.0043,1026.7455,0.166,0.05454545454545455
135.0,1866.81,205.3491,896.0688,0.444,0.22916666666666666
135.0,1866.81,74.6724,1101.4179,0.196,0.06779661016949153
135.0,1866.81,112.0086,1045.4135999999999,0.057,0.10714285714285716
135.0,1866.81,112.0086,970.7411999999999,0.282,0.11538461538461539
135.0,1866.81,56.0043,1213.4265,0.305,0.046153846153846156
135.0,1866.81,224.0172,1176.0902999999998,0.356,0.1904761904761905
135.0,1866.81,56.0043,1064.0817,0.145,0.052631578947368425
135.0,1866.81,37.3362,1120.086,0.067,0.03333333333333333
135.0,1866.81,18.6681,1101.4179,0.168,0.01694915254237288
135.0,1866.81,130.67669999999998,1157.4222,0.219,0.1129032258064516
135.0,1866.81,56.0043,896.0688,0.195,0.0625
135.0,1866.81,74.6724,970.7411999999999,0.335,0.07692307692307693
135.0,1866.81,317.35769999999997,1176.0902999999998,0.386,0.2698412698412698
135.0,1866.81,56.0043,1064.0817,0.285,0.052631578947368425
135.0,1866.81,112.0086,896.0688,0.216,0.125
135.0,1866.81,0.0,1008.0773999999999,0.223,0.0
135.0,1866.81,37.3362,1101.4179,0.217,0.03389830508474576
135.0,1866.81,93.34049999999999,1138.7540999999999,0.284,0.0819672131147541
135.0,1866.81,74.6724,1138.7540999999999,0.122,0.06557377049180328
135.0,1866.81,112.0086,1082.7498,0.193,0.10344827586206896
135.0,1866.81,74.6724,933.405,0.119,0.08
135.0,1866.81,242.68529999999998,896.0688,0.379,0.2708333333333333
135.0,1866.81,429.36629999999997,1157.4222,0.382,0.3709677419354839
135.0,1866.81,336.0258,1176.0902999999998,0.437,0.28571428571428575
135.0,1866.81,93.34049999999999,1176.0902999999998,0.064,0.07936507936507937
135.0,1866.81,336.0258,1064.0817,0.389,0.31578947368421056
135.0,1866.81,56.0043,1101.4179,0.112,0.05084745762711865
135.0,1866.81,37.3362,1064.0817,0.308,0.03508771929824561
135.0,1866.81,466.7025,1064.0817,0.38,0.4385964912280702
135.0,1866.81,74.6724,1045.4135999999999,0.033,0.07142857142857144
135.0,1866.81,298.6896,1008.0773999999999,0.468,0.29629629629629634
135.0,1866.81,74.6724,1064.0817,0.115,0.07017543859649122
135.0,1866.81,37.3362,970.7411999999999,0.215,0.038461538461538464
135.0,1866.81,93.34049999999999,1026.7455,0.286,0.0909090909090909
135.0,1866.81,224.0172,877.4006999999999,0.435,0.25531914893617025
135.0,1866.81,112.0086,1120.086,0.328,0.1
135.0,1866.81,56.0043,970.7411999999999,0.059,0.057692307692307696
135.0,1866.81,74.6724,1138.7540999999999,0.287,0.06557377049180328
135.0,1866.81,37.3362,1045.4135999999999,0.214,0.03571428571428572
135.0,1866.81,112.0086,989.4092999999999,0.309,0.11320754716981134
135.0,1866.81,149.3448,1213.4265,0.192,0.12307692307692307
135.0,1866.81,130.67669999999998,1232.0946,0.091,0.10606060606060605
135.0,1866.81,466.7025,1101.4179,0.41,0.42372881355932207
135.0,1866.81,280.0215,1082.7498,0.384,0.25862068965517243
135.0,1866.81,56.0043,1101.4179,0.176,0.05084745762711865
135.0,1866.81,74.6724,1082.7498,0.117,0.06896551724137931
135.0,1866.81,74.6724,1045.4135999999999,0.337,0.07142857142857144
135.0,1866.81,93.34049999999999,1064.0817,0.164,0.08771929824561403
135.0,1866.81,56.0043,1138.7540999999999,0.173,0.049180327868852465
135.0,1866.81,149.3448,1120.086,0.116,0.13333333333333333
135.0,1866.81,74.6724,1008.0773999999999,0.325,0.07407407407407408
135.0,1866.81,186.68099999999998,1045.4135999999999,0.359,0.17857142857142858
135.0,1866.81,74.6724,1026.7455,0.142,0.07272727272727272
135.0,1866.81,37.3362,1064.0817,0.12,0.03508771929824561
135.0,1866.81,56.0043,1157.4222,0.143,0.04838709677419355
135.0,1866.81,429.36629999999997,1176.0902999999998,0.377,0.3650793650793651
135.0,1866.81,74.6724,1176.0902999999998,0.28,0.0634920634920635
135.0,1866.81,18.6681,1026.7455,0.331,0.01818181818181818
135.0,1866.81,112.0086,1008.0773999999999,0.218,0.11111111111111112
135.0,1866.81,112.0086,1026.7455,0.114,0.1090909090909091
135.0,1866.81,392.0301,989.4092999999999,0.447,0.39622641509433965
135.0,1866.81,37.3362,1064.0817,0.054,0.03508771929824561
135.0,1866.81,74.6724,1194.7584,0.034,0.0625
135.0,1866.81,74.6724,858.7325999999999,0.283,0.08695652173913043
135.0,1866.81,298.6896,1194.7584,0.467,0.25
135.0,1866.81,93.34049999999999,1045.4135999999999,0.062,0.08928571428571429
135.0,1866.81,298.6896,1064.0817,0.439,0.2807017543859649
135.0,1866.81,354.6939,933.405,0.391,0.38
135.0,1866.81,392.0301,1026.7455,0.442,0.38181818181818183
135.0,1866.81,56.0043,1176.0902999999998,0.11,0.04761904761904762
135.0,1866.81,93.34049999999999,1101.4179,0.09,0.0847457627118644
135.0,1866.81,37.3362,952.0731,0.221,0.0392156862745098
135.0,1866.81,354.6939,1008.0773999999999,0.411,0.35185185185185186
135.0,1866.81,224.0172,1026.7455,0.381,0.2181818181818182
135.0,1866.81,74.6724,1269.4307999999999,0.124,0.05882352941176471
135.0,1866.81,373.36199999999997,1101.4179,0.385,0.3389830508474576
