angle,position,intercept factor
192,0.036,0.18110236220472442
193,0.036,0.16279069767441862
194,0.036,0.19469026548672566
195,0.036,0.226890756302521
196,0.036,0.23478260869565218
197,0.036,0.20689655172413793
198,0.036,0.12396694214876033
199,0.036,0.18333333333333332
200,0.036,0.1297709923664122
201,0.036,0.21052631578947367
202,0.036,0.20388349514563106
203,0.036,0.1891891891891892
204,0.036,0.23809523809523808
205,0.036,0.2033898305084746
206,0.036,0.1694915254237288
207,0.036,0.17647058823529413
208,0.036,0.14084507042253522
209,0.036,0.1743119266055046
210,0.036,0.23728813559322035
211,0.036,0.1968503937007874
212,0.036,0.1568627450980392
213,0.036,0.10948905109489052
214,0.036,0.15702479338842976
215,0.036,0.152
216,0.036,0.1076923076923077
217,0.036,0.1223021582733813
218,0.036,0.08064516129032258
219,0.036,0.11206896551724138
220,0.036,0.1015625
221,0.036,0.08196721311475409
222,0.036,0.07913669064748201
223,0.036,0.045454545454545456
224,0.036,0.046875
225,0.036,0.03355704697986577
135,0.037,0.03937007874015748
136,0.037,0.03278688524590164
137,0.037,0.06779661016949153
138,0.037,0.06451612903225806
139,0.037,0.08527131782945736
140,0.037,0.15447154471544716
141,0.037,0.058823529411764705
142,0.037,0.0962962962962963
143,0.037,0.15447154471544716
144,0.037,0.10743801652892562
145,0.037,0.1981981981981982
146,0.037,0.16393442622950818
147,0.037,0.12307692307692308
148,0.037,0.08148148148148149
149,0.037,0.11382113821138211
150,0.037,0.13934426229508196
151,0.037,0.1323529411764706
152,0.037,0.16393442622950818
153,0.037,0.08196721311475409
154,0.037,0.19327731092436976
155,0.037,0.1724137931034483
156,0.037,0.13385826771653545
157,0.037,0.17857142857142858
158,0.037,0.17543859649122806
159,0.037,0.2
160,0.037,0.15447154471544716
161,0.037,0.15079365079365079
162,0.037,0.136
163,0.037,0.13793103448275862
164,0.037,0.22413793103448276
165,0.037,0.19642857142857142
166,0.037,0.1223021582733813
167,0.037,0.15966386554621848
168,0.037,0.19090909090909092
169,0.037,0.19626168224299065
170,0.037,0.22033898305084745
171,0.037,0.22522522522522523
172,0.037,0.13432835820895522
173,0.037,0.16363636363636364
174,0.037,0.168
175,0.037,0.2072072072072072
176,0.037,0.18032786885245902
177,0.037,0.17829457364341086
178,0.037,0.25
179,0.037,0.1951219512195122
180,0.037,0.25
181,0.037,0.19672131147540983
182,0.037,0.21739130434782608
183,0.037,0.3148148148148148
184,0.037,0.22580645161290322
185,0.037,0.21666666666666667
186,0.037,0.184
187,0.037,0.2727272727272727
188,0.037,0.2711864406779661
189,0.037,0.17557251908396945
190,0.037,0.22522522522522523
191,0.037,0.17647058823529413
192,0.037,0.2033898305084746
193,0.037,0.18181818181818182
194,0.037,0.17293233082706766
195,0.037,0.11864406779661017
196,0.037,0.12280701754385964
197,0.037,0.13043478260869565
198,0.037,0.11304347826086956
199,0.037,0.256198347107438
200,0.037,0.1810344827586207
201,0.037,0.16666666666666666
202,0.037,0.1891891891891892
203,0.037,0.1297709923664122
204,0.037,0.1592920353982301
205,0.037,0.1826086956521739
206,0.037,0.19626168224299065
207,0.037,0.2396694214876033
208,0.037,0.13333333333333333
209,0.037,0.18333333333333332
210,0.037,0.109375
211,0.037,0.14393939393939395
212,0.037,0.1111111111111111
213,0.037,0.1206896551724138
214,0.037,0.16129032258064516
215,0.037,0.16363636363636364
216,0.037,0.09230769230769231
217,0.037,0.13559322033898305
218,0.037,0.10077519379844961
219,0.037,0.1588785046728972
220,0.037,0.1450381679389313
221,0.037,0.10294117647058823
222,0.037,0.1111111111111111
223,0.037,0.04838709677419355
224,0.037,0.06382978723404255
225,0.037,0.0625
135,0.038,0.014925373134328358
136,0.038,0.07964601769911504
137,0.038,0.06896551724137931
138,0.038,0.08490566037735849
139,0.038,0.09848484848484848
140,0.038,0.06870229007633588
141,0.038,0.1092436974789916
142,0.038,0.09734513274336283
143,0.038,0.15966386554621848
144,0.038,0.11475409836065574
145,0.038,0.06578947368421052
146,0.038,0.15517241379310345
147,0.038,0.14960629921259844
148,0.038,0.17073170731707318
149,0.038,0.18461538461538463
150,0.038,0.12396694214876033
151,0.038,0.18333333333333332
152,0.038,0.13846153846153847
153,0.038,0.13821138211382114
154,0.038,0.17164179104477612
155,0.038,0.18181818181818182
156,0.038,0.2033898305084746
157,0.038,0.2079207920792079
158,0.038,0.21818181818181817
159,0.038,0.136
160,0.038,0.24489795918367346
161,0.038,0.14728682170542637
162,0.038,0.19047619047619047
163,0.038,0.23529411764705882
164,0.038,0.15447154471544716
165,0.038,0.13533834586466165
166,0.038,0.24324324324324326
167,0.038,0.23728813559322035
168,0.038,0.2
169,0.038,0.24369747899159663
170,0.038,0.18699186991869918
171,0.038,0.16535433070866143
172,0.038,0.18333333333333332
173,0.038,0.17647058823529413
174,0.038,0.2413793103448276
175,0.038,0.2
176,0.038,0.25984251968503935
177,0.038,0.19327731092436976
178,0.038,0.22807017543859648
179,0.038,0.2545454545454545
180,0.038,0.26
181,0.038,0.19298245614035087
182,0.038,0.26605504587155965
183,0.038,0.16393442622950818
184,0.038,0.2125984251968504
185,0.038,0.23214285714285715
186,0.038,0.23232323232323232
187,0.038,0.24369747899159663
188,0.038,0.22935779816513763
189,0.038,0.2972972972972973
190,0.038,0.21100917431192662
191,0.038,0.15315315315315314
192,0.038,0.24615384615384617
193,0.038,0.2033898305084746
194,0.038,0.171875
195,0.038,0.22413793103448276
196,0.038,0.1346153846153846
197,0.038,0.1276595744680851
198,0.038,0.11627906976744186
199,0.038,0.11290322580645161
200,0.038,0.12
201,0.038,0.22413793103448276
202,0.038,0.136
203,0.038,0.18181818181818182
204,0.038,0.22413793103448276
205,0.038,0.19658119658119658
206,0.038,0.13432835820895522
207,0.038,0.14074074074074075
208,0.038,0.1391304347826087
209,0.038,0.1417910447761194
210,0.038,0.07964601769911504
211,0.038,0.18110236220472442
212,0.038,0.17796610169491525
213,0.038,0.1322314049586777
214,0.038,0.2
215,0.038,0.1322314049586777
216,0.038,0.1623931623931624
217,0.038,0.07258064516129033
218,0.038,0.072992700729927
219,0.038,0.10236220472440945
220,0.038,0.08823529411764706
221,0.038,0.072
222,0.038,0.09375
223,0.038,0.046153846153846156
224,0.038,0.05785123966942149
225,0.038,0.05511811023622047
135,0.039,0.07563025210084033
136,0.039,0.02857142857142857
137,0.039,0.06557377049180328
138,0.039,0.06569343065693431
139,0.039,0.07936507936507936
140,0.039,0.08270676691729323
141,0.039,0.09482758620689655
142,0.039,0.11711711711711711
143,0.039,0.14960629921259844
144,0.039,0.1
145,0.039,0.11627906976744186
146,0.039,0.16666666666666666
147,0.039,0.14634146341463414
148,0.039,0.1559633027522936
149,0.039,0.13821138211382114
150,0.039,0.12056737588652482
151,0.039,0.11428571428571428
152,0.039,0.125
153,0.039,0.15441176470588236
154,0.039,0.09734513274336283
155,0.039,0.1282051282051282
156,0.039,0.2403846153846154
157,0.039,0.22429906542056074
158,0.039,0.15151515151515152
159,0.039,0.16546762589928057
160,0.039,0.16379310344827586
161,0.039,0.2072072072072072
162,0.039,0.184
163,0.039,0.1079136690647482
164,0.039,0.17272727272727273
165,0.039,0.1968503937007874
166,0.039,0.17796610169491525
167,0.039,0.20610687022900764
168,0.039,0.23853211009174313
169,0.039,0.1794871794871795
170,0.039,0.20353982300884957
171,0.039,0.17557251908396945
172,0.039,0.22580645161290322
173,0.039,0.29411764705882354
174,0.039,0.23893805309734514
175,0.039,0.2288135593220339
176,0.039,0.24561403508771928
177,0.039,0.18691588785046728
178,0.039,0.19047619047619047
179,0.039,0.2727272727272727
180,0.039,0.30434782608695654
181,0.039,0.2
182,0.039,0.19230769230769232
183,0.039,0.21367521367521367
184,0.039,0.19047619047619047
185,0.039,0.21052631578947367
186,0.039,0.25217391304347825
187,0.039,0.1623931623931624
188,0.039,0.1746031746031746
189,0.039,0.15254237288135594
190,0.039,0.27586206896551724
191,0.039,0.2
192,0.039,0.14516129032258066
193,0.039,0.2222222222222222
194,0.039,0.21818181818181817
195,0.039,0.11382113821138211
196,0.039,0.10344827586206896
197,0.039,0.2605042016806723
198,0.039,0.13636363636363635
199,0.039,0.21367521367521367
200,0.039,0.17829457364341086
201,0.039,0.16666666666666666
202,0.039,0.12605042016806722
203,0.039,0.20353982300884957
204,0.039,0.16129032258064516
205,0.039,0.15151515151515152
206,0.039,0.19327731092436976
207,0.039,0.13675213675213677
208,0.039,0.16393442622950818
209,0.039,0.14035087719298245
210,0.039,0.11450381679389313
211,0.039,0.13846153846153847
212,0.039,0.2169811320754717
213,0.039,0.1623931623931624
214,0.039,0.10077519379844961
215,0.039,0.1774193548387097
216,0.039,0.09523809523809523
217,0.039,0.1206896551724138
218,0.039,0.12173913043478261
219,0.039,0.08661417322834646
220,0.039,0.1016949152542373
221,0.039,0.08823529411764706
222,0.039,0.07086614173228346
223,0.039,0.017543859649122806
224,0.039,0.06060606060606061
225,0.039,0.04918032786885246
135,0.040,0.05714285714285714
136,0.040,0.057971014492753624
137,0.040,0.051094890510948905
138,0.040,0.06766917293233082
139,0.040,0.0743801652892562
140,0.040,0.07563025210084033
141,0.040,0.13333333333333333
142,0.040,0.18487394957983194
143,0.040,0.1076923076923077
144,0.040,0.1223021582733813
145,0.040,0.12396694214876033
146,0.040,0.18518518518518517
147,0.040,0.1297709923664122
148,0.040,0.20689655172413793
149,0.040,0.19166666666666668
150,0.040,0.136
151,0.040,0.16666666666666666
152,0.040,0.1450381679389313
153,0.040,0.19696969696969696
154,0.040,0.19491525423728814
155,0.040,0.16521739130434782
156,0.040,0.15254237288135594
157,0.040,0.21666666666666667
158,0.040,0.11627906976744186
159,0.040,0.11290322580645161
160,0.040,0.20967741935483872
161,0.040,0.13636363636363635
162,0.040,0.16129032258064516
163,0.040,0.20689655172413793
164,0.040,0.21666666666666667
165,0.040,0.140625
166,0.040,0.11450381679389313
167,0.040,0.1721311475409836
168,0.040,0.1732283464566929
169,0.040,0.15702479338842976
170,0.040,0.17073170731707318
171,0.040,0.232
172,0.040,0.13385826771653545
173,0.040,0.14893617021276595
174,0.040,0.2
175,0.040,0.2072072072072072
176,0.040,0.25
177,0.040,0.20869565217391303
178,0.040,0.21818181818181817
179,0.040,0.25
180,0.040,0.23214285714285715
181,0.040,0.20634920634920634
182,0.040,0.2336448598130841
183,0.040,0.2396694214876033
